1411.732144126712 1.0  0.0 inf
1411.7439134387826 1.0  0.0 inf
1411.755678131776 1.0  0.0 inf
1411.7674382066657 1.0  0.0 inf
1411.7791936644255 1.0  0.0 inf
1411.7909445060295 1.0  0.0 inf
1411.8026907324518 1.0  0.0 inf
1411.8144323446654 1.0  0.0 inf
1411.8261693436448 1.0  0.0 inf
1411.8379017303637 1.0  0.0 inf
1411.8496295057955 1.0  0.0 inf
1411.8613526709146 1.0  0.0 inf
1411.8730712266947 1.0  0.0 inf
1411.8847851741093 1.0  0.0 inf
1411.8964945141329 1.0  0.0 inf
1411.9081992477384 1.0  0.0 inf
1411.9198993759005 1.0  0.0 inf
1411.9315948995925 1.0  0.0 inf
1411.943285819788 1.0  0.0 inf
1411.9549721374617 1.0  0.0 inf
1411.9666538535866 1.0  0.0 inf
1411.9783309691372 1.0  0.0 inf
1411.9900034850868 1.0  0.0 inf
1412.0016714024096 1.0  0.0 inf
1412.013334722079 1.0  0.0 inf
1412.0249934450692 1.0  0.0 inf
1412.036647572354 1.0  0.0 inf
1412.048297104907 1.0  0.0 inf
1412.0599420437024 1.0  0.0 inf
1412.0715823897135 1.0  0.0 inf
1412.0832181439148 1.0  0.0 inf
1412.0948493072794 1.0  0.0 inf
1412.1064758807818 1.0  0.0 inf
1412.1180978653954 1.0  0.0 inf
1412.129715262094 1.0  0.0 inf
1412.1413280718518 1.0  0.0 inf
1412.1529362956426 1.0  0.0 inf
1412.1645399344395 1.0  0.0 inf
1412.1761389892174 1.0  0.0 inf
1412.1877334609492 1.0  0.0 inf
1412.1993233506096 1.0  0.0 inf
1412.2109086591715 1.0  0.0 inf
1412.2224893876094 1.0  0.0 inf
1412.2340655368969 1.0  0.0 inf
1412.2456371080077 1.0  0.0 inf
1412.257204101916 1.0  0.0 inf
1412.2687665195954 1.0  0.0 inf
1412.2803243620194 1.0  0.0 inf
1412.2918776301626 1.0  0.0 inf
1412.3034263249983 1.0  0.0 inf
1412.3149704475002 1.0  0.0 inf
1412.3265099986425 1.0  0.0 inf
1412.3380449793988 1.0  0.0 inf
1412.3495753907432 1.0  0.0 inf
1412.3611012336492 1.0  0.0 inf
1412.372622509091 1.0  0.0 inf
1412.3841392180418 1.0  0.0 inf
1412.3956513614762 1.0  0.0 inf
1412.4071589403677 1.0  0.0 inf
1412.4186619556897 1.0  0.0 inf
1412.430160408417 1.0  0.0 inf
1412.441654299522 1.0  0.0 inf
1412.45314362998 1.0  0.0 inf
1412.4646284007645 1.0  0.0 inf
1412.4761086128483 1.0  0.0 inf
1412.4875842672066 1.0  0.0 inf
1412.499055364812 1.0  0.0 inf
1412.5105219066393 1.0  0.0 inf
1412.521983893662 1.0  0.0 inf
1412.5334413268538 1.0  0.0 inf
1412.5448942071887 1.0  0.0 inf
1412.5563425356402 1.0  0.0 inf
1412.5677863131823 1.0  0.0 inf
1412.5792255407894 1.0  0.0 inf
1412.5906602194343 1.0  0.0 inf
1412.6020903500923 1.0  0.0 inf
1412.6135159337357 1.0  0.0 inf
1412.624936971339 1.0  0.0 inf
1412.6363534638756 1.0  0.0 inf
1412.6477654123196 1.0  0.0 inf
1412.6591728176454 1.0  0.0 inf
1412.6705756808262 1.0  0.0 inf
1412.681974002836 1.0  0.0 inf
1412.6933677846484 1.0  0.0 inf
1412.7047570272375 1.0  0.0 inf
1412.7161417315774 1.0  0.0 inf
1412.7275218986413 1.0  0.0 inf
1412.7388975294032 1.0  0.0 inf
1412.7502686248372 1.0  0.0 inf
1412.761635185917 1.0  0.0 inf
1412.7729972136165 1.0  0.0 inf
1412.7843547089092 1.0  0.0 inf
1412.7957076727694 1.0  0.0 inf
1412.8070561061706 1.0  0.0 inf
1412.8184000100869 1.0  0.0 inf
1412.8297393854916 1.0  0.0 inf
1412.841074233359 1.0  0.0 inf
1412.852404554663 1.0  0.0 inf
1412.8637303503772 1.0  0.0 inf
1412.8750516214752 1.0  0.0 inf
1412.8863683689317 1.0  0.0 inf
1412.897680593719 1.0  0.0 inf
1412.9089882968126 1.0  0.0 inf
1412.9202914791856 1.0  0.0 inf
1412.9315901418115 1.0  0.0 inf
1412.9428842856646 1.0  0.0 inf
1412.9541739117185 1.0  0.0 inf
1412.965459020947 1.0  0.0 inf
1412.9767396143243 1.0  0.0 inf
1412.988015692824 1.0  0.0 inf
1412.9992872574198 1.0  0.0 inf
1413.0105543090856 1.0  0.0 inf
1413.0218168487954 1.0  0.0 inf
1413.033074877523 1.0  0.0 inf
1413.0443283962416 1.0  0.0 inf
1413.055577405926 1.0  0.0 inf
1413.0668219075492 1.0  0.0 inf
1413.0780619020857 1.0  0.0 inf
1413.089297390509 1.0  0.0 inf
1413.100528373793 1.0  0.0 inf
1413.1117548529114 1.0  0.0 inf
1413.1229768288383 1.0  0.0 inf
1413.134194302547 1.0  0.0 inf
1413.145407275012 1.0  0.0 inf
1413.1566157472068 1.0  0.0 inf
1413.167819720105 1.0  0.0 inf
1413.179019194681 1.0  0.0 inf
1413.190214171908 1.0  0.0 inf
1413.2014046527604 1.0  0.0 inf
1413.2125906382114 1.0  0.0 inf
1413.2237721292356 1.0  0.0 inf
1413.2349491268064 1.0  0.0 inf
1413.2461216318975 1.0  0.0 inf
1413.2572896454828 1.0  0.0 inf
1413.2684531685363 1.0  0.0 inf
1413.2796122020316 1.0  0.0 inf
1413.290766746943 1.0  0.0 inf
1413.3019168042438 1.0  0.0 inf
1413.313062374908 1.0  0.0 inf
1413.3242034599095 1.0  0.0 inf
1413.335340060222 1.0  0.0 inf
1413.3464721768194 1.0  0.0 inf
1413.3575998106758 1.0  0.0 inf
1413.3687229627649 1.0  0.0 inf
1413.37984163406 1.0  0.0 inf
1413.3909558255352 1.0  0.0 inf
1413.4020655381648 1.0  0.0 inf
1413.4131707729225 1.0  0.0 inf
1413.4242715307814 1.0  0.0 inf
1413.435367812716 1.0  0.0 inf
1413.4464596197004 1.0  0.0 inf
1413.4575469527076 1.0  0.0 inf
1413.4686298127117 1.0  0.0 inf
1413.479708200687 1.0  0.0 inf
1413.490782117607 1.0  0.0 inf
1413.5018515644454 1.0  0.0 inf
1413.5129165421763 1.0  0.0 inf
1413.523977051773 1.0  0.0 inf
1413.5350330942103 1.0  0.0 inf
1413.5460846704611 1.0  0.0 inf
1413.5571317814995 1.0  0.0 inf
1413.5681744282997 1.0  0.0 inf
1413.5792126118354 1.0  0.0 inf
1413.5902463330797 1.0  0.0 inf
1413.6012755930074 1.0  0.0 inf
1413.6123003925918 1.0  0.0 inf
1413.6233207328066 1.0  0.0 inf
1413.634336614626 1.0  0.0 inf
1413.6453480390242 1.0  0.0 inf
1413.656355006974 1.0  0.0 inf
1413.66735751945 1.0  0.0 inf
1413.678355577426 1.0  0.0 inf
1413.6893491818753 1.0  0.0 inf
1413.7003383337722 1.0  0.0 inf
1413.71132303409 1.0  0.0 inf
1413.7223032838035 1.0  0.0 inf
1413.7332790838857 1.0  0.0 inf
1413.7442504353107 1.0  0.0 inf
1413.7552173390525 1.0  0.0 inf
1413.7661797960843 1.0  0.0 inf
1413.777137807381 1.0  0.0 inf
1413.7880913739152 1.0  0.0 inf
1413.7990404966615 1.0  0.0 inf
1413.8099851765935 1.0  0.0 inf
1413.8209254146857 1.0  0.0 inf
1413.8318612119108 1.0  0.0 inf
1413.8427925692429 1.0  0.0 inf
1413.8537194876565 1.0  0.0 inf
1413.864641968125 1.0  0.0 inf
1413.8755600116224 1.0  0.0 inf
1413.886473619122 1.0  0.0 inf
1413.897382791598 1.0  0.0 inf
1413.9082875300244 1.0  0.0 inf
1413.9191878353745 1.0  0.0 inf
1413.930083708623 1.0  0.0 inf
1413.940975150743 1.0  0.0 inf
1413.9518621627085 1.0  0.0 inf
1413.9627447454934 1.0  0.0 inf
1413.9736229000714 1.0 0.0 0.0 0.0004994855595281423
1413.9844966274163 1.0 0.0 0.0 0.0004987143418624253
1413.9953659285025 1.0 -0.00030268929535306555 -0.6132686814238689 0.0004935671827400195
1414.006230804303 1.0 0.00016258969570161696 0.3251054805090418 0.0005001136721750682
1414.0170912557924 1.0 -0.0002833436956995095 -0.5746247682980018 0.0004930934260608947
1414.0279472839438 1.0 -0.0007673962949442709 -1.580669864384625 0.0004854880277248962
1414.0387988897314 1.0 -0.0007970964454250241 -1.640011381021427 0.00048603104505810123
1414.0496460741292 1.0 -0.00019244844828396508 -0.38894984203180993 0.0004947898867335851
1414.0604888381108 1.0 3.7765273610866835e-05 0.07584543077163174 0.0004979241758752339
1414.07132718265 1.0 0.0005989045706667428 1.1835526033165946 0.0005060227732915888
1414.0821611087208 1.0 0.001037429920172715 2.0251398387159214 0.0005122756958998532
1414.092990617297 1.0 -0.00016500210643376445 -0.3337627944901989 0.0004943693819612054
1414.103815709352 1.0 0.00026240007824158734 0.5240827696052267 0.0005006844213543678
1414.1146363858602 1.0 0.00023710381487423806 0.4739760736945366 0.0005002442697709766
1414.125452647795 1.0 0.0007431559671686483 1.4638825226107313 0.0005076609329574358
1414.136264496131 1.0 0.0002221405912708829 0.44437058503121984 0.000499899405482197
1414.147071931841 1.0 0.00022633013233210904 0.4527650388791819 0.0004998842951575687
1414.1578749558996 1.0 -8.93233856152735e-05 -0.18042776084981396 0.0004950645354936554
1414.16867356928 1.0 3.572417238143268e-05 0.07190636115106007 0.0004968151886643763
1414.1794677729567 1.0 -0.0004449730761613855 -0.909204514412811 0.0004894092243358044
1414.1902575679028 1.0 0.0002909780873789741 0.5816354642224405 0.0005002756971980177
1414.2010429550928 1.0 0.00016995129368664887 0.3410982485838058 0.000498247336045447
1414.2118239355002 1.0 0.00022353936781878934 0.44817134739944386 0.0004987810334504814
1414.222600510099 1.0 6.59893762830691e-05 0.13300908479995732 0.0004961268351129221
1414.233372679863 1.0 0.00026224015661351633 0.5258344133898293 0.0004987124272125255
1414.2441404457654 1.0 -3.620232334399911e-05 -0.07330248772405945 0.0004938757805912326
1414.254903808781 1.0 -5.35195981376462e-05 -0.10851480618607841 0.0004932008821530968
1414.265662769883 1.0 0.0008372270707916807 1.6547725100025128 0.0005059469297023851
1414.2764173300457 1.0 0.00032674742561731944 0.6561914124325516 0.0004979452937459846
1414.2871674902426 1.0 -7.324819808800241e-05 -0.14904181977759576 0.0004914607067821994
1414.2979132514474 1.0 -0.0005288051135296813 -1.0925068166145375 0.0004840291204482767
1414.3086546146342 1.0 -0.0005553218902334368 -1.1495925025612679 0.00048305977030660093
1414.3193915807767 1.0 -0.0003482128917299957 -0.7170478245698697 0.00048562017734155407
1414.3301241508489 1.0 0.0004204700228851931 0.846829932889108 0.0004965223908071911
1414.3408523258245 1.0 0.00043535728104353603 0.8775256952966133 0.0004961191260574774
1414.3515761066774 1.0 -1.686361981774475e-05 -0.03450379407281411 0.0004887468254116369
1414.362295494381 1.0 0.0002495896952706028 0.5072156719343486 0.0004920780430911219
1414.37301048991 1.0 -3.1566204920742236e-05 -0.06478819214775142 0.00048722157347367483
1414.3837210942374 1.0 -6.251899760925748e-05 -0.12861480948021442 0.0004860948584531018
1414.3944273083373 1.0 -0.0002378790670287787 -0.4927184231821202 0.000482789065390504
1414.405129133184 1.0 -0.000566665781352831 -1.1876478543588431 0.0004771328296288195
1414.4158265697504 1.0 0.001384817610321025 2.7402228007834983 0.000505366793504919
1414.426519619011 1.0 -0.00021697540652775506 -0.4509860423818837 0.00048111335193834156
1414.4372082819395 1.0 0.0005690298412542963 1.1561514339027577 0.000492175872959352
1414.44789255951 1.0 0.0022250544289346523 4.317606138613666 0.0005153444657759107
1414.4585724526955 1.0 0.0030938290642597665 5.873232540649088 0.0005267676773986287
1414.4692479624707 1.0 0.0023373487362357975 4.532825454221705 0.000515649402307975
1414.4799190898093 1.0 0.00026277744165399393 0.5416845507335645 0.00048511156779002337
1414.490585835685 1.0 6.208305479839357e-05 0.12893283831497196 0.0004815146832239119
1414.501248201071 1.0 7.43968603955552e-05 0.15463628951744973 0.00048110867525154874
1414.5119061869418 1.0 -0.00024825566426252033 -0.5218920724477135 0.0004756839150634773
1414.522559794271 1.0 0.0003653350191248155 0.7543511107525785 0.00048430368023232435
1414.5332090240329 1.0 -0.00021745496147383605 -0.45775751421405525 0.0004750440019476127
1414.5438538772007 1.0 -0.00020715655639778893 -0.4364214381686268 0.00047467089899865715
1414.5544943547488 1.0 0.0003054947480234693 0.6340291354526972 0.00048183077234352294
1414.5651304576504 1.0 0.0003585406056476231 0.7436720832067494 0.00048212191064316804
1414.5757621868795 1.0 -4.80790981544944e-05 -0.10109622704179164 0.00047557757160036494
1414.5863895434109 1.0 1.073202914438075e-05 0.02254644608833981 0.000475996487532062
1414.597012528217 1.0 0.0003603609914507476 0.7495662554985488 0.0004807593575714871
1414.607631142272 1.0 1.5440326521279315e-05 0.03249305230918926 0.0004751885533669203
1414.6182453865508 1.0 0.0007850655023913408 1.6148122927181139 0.0004861651759350237
